date,number_of_strikes,center_point_geom
2016-02-16,28,POINT(-78 30.3)
2016-02-16,45,POINT(-88 27.5)
2016-02-16,33,POINT(-88.1 28.4)
2016-02-16,28,POINT(-88.2 28)
2016-02-16,39,POINT(-88.3 27.7)
2016-02-16,40,POINT(-84.2 27.5)
2016-02-16,29,POINT(-82.9 26)
2016-02-16,25,POINT(-78.4 30)
2016-02-16,25,POINT(-76.1 31.4)
2016-02-16,43,POINT(-83.4 27)
2016-02-16,24,POINT(-83.1 27.5)
2016-02-16,27,POINT(-80.1 26.1)
2016-02-16,50,POINT(-88.5 27.4)
2016-02-16,44,POINT(-88.9 27.7)
2016-02-16,34,POINT(-77.5 30.4)
2016-02-16,25,POINT(-78.3 31.1)
2016-02-16,25,POINT(-79 28.4)
2016-02-16,28,POINT(-88 28.4)
2016-02-16,24,POINT(-85.8 21.7)
2016-02-16,51,POINT(-84.5 27.1)
2016-02-16,25,POINT(-78.7 29.6)
2016-02-16,42,POINT(-88.7 27.7)
2016-02-16,73,POINT(-84.5 27.3)
2016-02-16,44,POINT(-88.6 27.7)
2016-02-16,35,POINT(-83.2 27.6)
2016-02-16,31,POINT(-87.9 28.2)
2016-02-16,28,POINT(-81.1 28.3)
2016-02-16,63,POINT(-84.7 27.3)
2016-02-16,54,POINT(-80.4 26.3)
2016-02-16,46,POINT(-81.5 28)
2016-02-16,25,POINT(-79.8 25.9)
2016-02-16,25,POINT(-77.1 30.8)
2016-02-16,27,POINT(-87.4 28.1)
2016-02-16,29,POINT(-81.6 28)
2016-02-16,28,POINT(-77.6 30.6)
2016-02-16,27,POINT(-87.8 28.8)
2016-02-16,47,POINT(-81.3 26.4)
2016-02-16,35,POINT(-88.2 27.4)
2016-02-16,29,POINT(-79.9 25.9)
2016-02-16,30,POINT(-85.4 27.6)
2016-02-16,42,POINT(-78.7 29.8)
2016-02-16,24,POINT(-84.1 27.5)
2016-02-16,25,POINT(-82.8 25.8)
2016-02-16,36,POINT(-80.3 26.3)
2016-02-16,34,POINT(-82.7 26)
2016-02-16,50,POINT(-88.5 28.6)
2016-02-16,40,POINT(-79.5 25.8)
2016-02-16,66,POINT(-84.3 27.4)
2016-02-16,24,POINT(-81.1 26.5)
2016-02-16,26,POINT(-89.2 27.7)
2016-02-16,24,POINT(-85.4 29.2)
2016-02-16,58,POINT(-79.2 28.8)
2016-02-16,40,POINT(-88.3 28.3)
2016-02-16,31,POINT(-82.6 25.8)
2016-02-16,43,POINT(-81.5 26.4)
2016-02-16,45,POINT(-88.4 27.4)
2016-02-16,24,POINT(-86.5 29.3)
2016-02-16,28,POINT(-85 29.5)
2016-02-16,24,POINT(-78.7 30.5)
2016-02-16,26,POINT(-82.9 27)
2016-02-16,24,POINT(-79.4 25.7)
2016-02-16,58,POINT(-83.6 27.5)
2016-02-16,24,POINT(-77.3 30.3)
2016-02-16,39,POINT(-88.6 27.4)
2016-02-16,26,POINT(-88.1 27.6)
2016-02-16,27,POINT(-82.6 25.9)
2016-02-16,27,POINT(-85.4 27.5)
2016-02-16,45,POINT(-88.8 28.3)
2016-02-16,31,POINT(-82.7 25.8)
2016-02-16,46,POINT(-83.7 27.5)
2016-02-16,58,POINT(-84.5 27.4)
2016-02-16,27,POINT(-88.2 27.6)
2016-02-16,27,POINT(-88.1 28.5)
2016-02-16,45,POINT(-81.6 26.3)
2016-02-16,31,POINT(-88.8 28.4)
2016-02-16,24,POINT(-87.7 28.4)
2016-02-16,67,POINT(-88.1 27.7)
2016-02-16,30,POINT(-88.9 27.8)
2016-02-16,27,POINT(-88.1 27.3)
2016-02-16,25,POINT(-78.8 29.7)
2016-02-16,34,POINT(-84 27.5)
2016-02-16,31,POINT(-82.8 25.7)
2016-02-16,33,POINT(-84.4 27.5)
2016-02-16,34,POINT(-87.7 27.7)
2016-02-16,34,POINT(-80.2 26.6)
2016-02-16,33,POINT(-84.9 27.8)
2016-02-16,30,POINT(-88.3 27.4)
2016-02-16,48,POINT(-79.7 26.7)
2016-02-16,28,POINT(-81.1 28.2)
2016-02-16,39,POINT(-88.2 28.5)
2016-02-16,36,POINT(-88.8 27.7)
2016-02-16,25,POINT(-88.2 27.5)
2016-02-16,28,POINT(-79.4 28.9)
2016-02-16,28,POINT(-79.1 29.4)
2016-02-16,46,POINT(-84 27.4)
2016-02-16,29,POINT(-80 26.1)
2016-02-16,41,POINT(-79.3 26.8)
2016-02-16,28,POINT(-86.5 29.4)
2016-02-16,26,POINT(-81.6 27.6)
2016-02-16,27,POINT(-82.8 26)
2016-02-16,35,POINT(-78.5 29.7)
2016-02-16,31,POINT(-83.2 27.4)
2016-02-16,37,POINT(-83.4 27.2)
2016-02-16,24,POINT(-79.5 29)
2016-02-16,32,POINT(-88.4 27.6)
2016-02-16,36,POINT(-89 28.3)
2016-02-16,32,POINT(-86.4 29.5)
2016-02-16,50,POINT(-88.7 28.4)
2016-02-16,73,POINT(-84.4 27.4)
2016-02-16,32,POINT(-89.3 27.8)
2016-02-16,33,POINT(-87.9 27.7)
2016-02-17,30,POINT(-71.1 27.7)
2016-02-21,25,POINT(-89.1 39)
2016-02-21,35,POINT(-90.3 38.2)
2016-02-21,35,POINT(-85.7 39.2)
2016-02-21,27,POINT(-86.4 38.7)
2016-02-21,28,POINT(-90.5 38.5)
2016-02-21,25,POINT(-87.1 38.8)
2016-02-21,32,POINT(-90.1 38.2)
2016-02-21,53,POINT(-85.8 39.2)
2016-02-21,33,POINT(-85.6 39.2)
2016-02-21,31,POINT(-85.4 39.1)
2016-02-21,24,POINT(-90 38.4)
2016-02-21,44,POINT(-89.4 39)
2016-02-21,24,POINT(-86.9 38.8)
2016-02-21,28,POINT(-90.6 38.5)
2016-02-21,40,POINT(-86.7 38.7)
2016-02-21,29,POINT(-86.7 38.8)
2016-02-21,25,POINT(-85.5 39.1)
2016-02-21,24,POINT(-86.5 38.8)
2016-02-21,28,POINT(-90.8 38.3)
2016-02-21,32,POINT(-86.6 38.7)
2016-02-21,34,POINT(-89.5 39)
2016-02-21,30,POINT(-89.2 39.1)
2016-02-21,41,POINT(-90.2 38.2)
2016-02-21,28,POINT(-89.2 39)
2016-02-21,24,POINT(-85.3 39.1)
2016-02-21,32,POINT(-85.9 39.2)
2016-02-21,25,POINT(-86.8 38.8)
2016-02-21,25,POINT(-89.2 38.3)
2016-02-21,37,POINT(-88.8 38.9)
2016-02-21,30,POINT(-89.3 39)
2016-02-21,44,POINT(-90.4 38.2)
2016-02-21,33,POINT(-86.5 38.7)
2016-02-21,39,POINT(-90.1 38.4)
2016-02-21,28,POINT(-89.9 38.4)
2016-02-21,27,POINT(-87.2 38.2)
2016-02-21,34,POINT(-87 38.8)
2016-02-21,27,POINT(-90.7 38.3)
2016-02-21,40,POINT(-86.6 38.8)
2016-02-21,31,POINT(-90.6 38.2)
2016-02-21,25,POINT(-90.5 38.2)
2016-02-22,54,POINT(-92.5 33.5)
2016-02-22,25,POINT(-69.5 37.3)
2016-02-22,36,POINT(-96.2 32.2)
2016-02-22,33,POINT(-93.5 33.3)
2016-02-22,40,POINT(-95.3 32.9)
2016-02-22,28,POINT(-95.1 33)
2016-02-22,46,POINT(-96 32.2)
2016-02-22,31,POINT(-92.1 33.4)
2016-02-22,41,POINT(-92.6 33.5)
2016-02-22,25,POINT(-96.6 32.3)
2016-02-23,29,POINT(-90.4 30.1)
2016-02-23,63,POINT(-98.8 28.7)
2016-02-23,34,POINT(-73.7 35.4)
2016-02-23,27,POINT(-73.8 35.4)
2016-02-23,26,POINT(-98 28.9)
2016-02-23,37,POINT(-89.5 31)
2016-02-23,24,POINT(-88.4 29.7)
2016-02-23,39,POINT(-101.1 29.5)
2016-02-23,34,POINT(-100.4 32.2)
2016-02-23,43,POINT(-100 31.3)
2016-02-23,38,POINT(-93.4 28.4)
2016-02-23,43,POINT(-98.7 28.7)
2016-02-23,35,POINT(-88.7 31.3)
2016-02-23,25,POINT(-97.6 28.7)
2016-02-23,38,POINT(-90.5 30.3)
2016-02-23,40,POINT(-98.6 28.6)
2016-02-23,26,POINT(-89.9 30.5)
2016-02-23,31,POINT(-94.7 28.4)
2016-02-23,94,POINT(-92 29.4)
2016-02-23,38,POINT(-101.6 30.7)
2016-02-23,27,POINT(-99.5 29)
2016-02-23,42,POINT(-91.7 29.6)
2016-02-23,54,POINT(-89.7 30.7)
2016-02-23,34,POINT(-100.3 30.1)
2016-02-23,25,POINT(-73.3 36.5)
2016-02-23,42,POINT(-99.3 28.7)
2016-02-23,26,POINT(-100.4 29.3)
2016-02-23,47,POINT(-93.4 28.5)
2016-02-23,28,POINT(-91.2 29.9)
2016-02-23,24,POINT(-89.5 31.2)
2016-02-23,48,POINT(-98.7 28.9)
2016-02-23,95,POINT(-89.8 30.7)
2016-02-23,35,POINT(-93.5 28.5)
2016-02-23,89,POINT(-90 30.6)
2016-02-23,41,POINT(-93.1 28.7)
2016-02-23,60,POINT(-89.6 30.9)
2016-02-23,33,POINT(-98 28.5)
2016-02-23,29,POINT(-94.6 28.3)
2016-02-23,24,POINT(-98.3 28.7)
2016-02-23,51,POINT(-94.1 28.3)
2016-02-23,24,POINT(-72.5 35.5)
2016-02-23,31,POINT(-97.8 28.4)
2016-02-23,56,POINT(-101.3 29.6)
2016-02-23,40,POINT(-99 28.6)
2016-02-23,42,POINT(-98.3 28.5)
2016-02-23,69,POINT(-94.4 28.4)
2016-02-23,52,POINT(-89.8 30.8)
2016-02-23,39,POINT(-92 29.5)
2016-02-23,24,POINT(-74.3 35.1)
2016-02-23,31,POINT(-99.9 32.3)
2016-02-23,32,POINT(-89.9 30.8)
2016-02-23,25,POINT(-100.2 29.3)
2016-02-23,67,POINT(-90.6 30.2)
2016-02-23,30,POINT(-100.6 30.1)
2016-02-23,33,POINT(-97.7 28.6)
2016-02-23,101,POINT(-93.6 28.4)
2016-02-23,61,POINT(-99.3 28.8)
2016-02-23,31,POINT(-100.2 32.2)
2016-02-23,27,POINT(-91.3 30)
2016-02-23,37,POINT(-98.6 28.7)
2016-02-23,25,POINT(-97.9 28.4)
2016-02-23,29,POINT(-91.7 29.7)
2016-02-23,46,POINT(-94.6 28.4)
2016-02-23,28,POINT(-101 31.9)
2016-02-23,24,POINT(-91.3 29.9)
2016-02-23,24,POINT(-91.1 30.1)
2016-02-23,62,POINT(-94.3 28.4)
2016-02-23,30,POINT(-93.3 28.5)
2016-02-23,43,POINT(-90.5 30.1)
2016-02-23,55,POINT(-93.9 28.4)
2016-02-23,26,POINT(-90.1 28.8)
2016-02-23,28,POINT(-100.2 29.1)
2016-02-23,26,POINT(-91.5 29.7)
2016-02-23,68,POINT(-94.2 28.4)
2016-02-23,28,POINT(-98.9 29.1)
2016-02-23,41,POINT(-98.7 29)
2016-02-23,35,POINT(-101.1 29.6)
2016-02-23,61,POINT(-90.4 30.2)
2016-02-23,30,POINT(-99 29.1)
2016-02-23,35,POINT(-99.3 28.9)
2016-02-23,28,POINT(-73.9 35.3)
2016-02-23,51,POINT(-91.4 29.8)
2016-02-23,26,POINT(-98 28.4)
2016-02-23,25,POINT(-98.9 28.9)
2016-02-23,25,POINT(-91.4 29.7)
2016-02-23,29,POINT(-88.7 31.4)
2016-02-23,57,POINT(-94.1 28.4)
2016-02-23,27,POINT(-100.9 32)
2016-02-23,36,POINT(-98.8 29)
2016-02-23,24,POINT(-89.1 29)
2016-02-23,25,POINT(-89.4 31)
2016-02-23,65,POINT(-99.2 28.8)
2016-02-23,29,POINT(-98.4 28.8)
2016-02-23,53,POINT(-91.8 29.6)
2016-02-23,24,POINT(-91.3 29)
2016-02-23,24,POINT(-101 31)
2016-02-23,58,POINT(-100.3 29.2)
2016-02-23,40,POINT(-91.3 28.9)
2016-02-23,34,POINT(-99.4 29)
2016-02-23,32,POINT(-98 28.7)
2016-02-23,67,POINT(-89.7 30.9)
2016-02-23,42,POINT(-91.2 29)
2016-02-23,25,POINT(-99.2 29)
2016-02-23,48,POINT(-89.9 30.3)
2016-02-23,45,POINT(-90.7 30)
2016-02-23,52,POINT(-93 28.8)
2016-02-23,30,POINT(-94.2 28.3)
2016-02-23,30,POINT(-90.2 30.4)
2016-02-23,55,POINT(-99.5 28.9)
2016-02-23,30,POINT(-91.6 29.5)
2016-02-23,42,POINT(-90.8 30.2)
2016-02-23,26,POINT(-89.7 30.5)
2016-02-23,85,POINT(-90.2 30.3)
2016-02-23,27,POINT(-98.9 29)
2016-02-23,81,POINT(-99.4 28.8)
2016-02-23,49,POINT(-98.8 28.8)
2016-02-23,38,POINT(-93.7 28.3)
2016-02-23,24,POINT(-97.6 28.5)
2016-02-23,39,POINT(-99.9 29)
2016-02-23,24,POINT(-100.5 32.1)
2016-02-23,27,POINT(-98.4 28.5)
2016-02-23,24,POINT(-99.7 29.3)
2016-02-23,40,POINT(-90.2 28.8)
2016-02-23,25,POINT(-97.7 28.4)
2016-02-23,28,POINT(-92.4 29.3)
2016-02-23,45,POINT(-92.3 29.2)
2016-02-23,33,POINT(-100.6 32.1)
2016-02-23,58,POINT(-98.9 28.6)
2016-02-23,30,POINT(-98.1 28.5)
2016-02-23,33,POINT(-98.5 28.5)
2016-02-23,43,POINT(-93.8 28.3)
2016-02-23,47,POINT(-91 30.1)
2016-02-23,39,POINT(-91.9 29.4)
2016-02-23,34,POINT(-91.8 29.5)
2016-02-23,35,POINT(-101.7 30.7)
2016-02-23,52,POINT(-99 28.8)
2016-02-23,42,POINT(-99 29)
2016-02-23,33,POINT(-100.3 29.3)
2016-02-23,38,POINT(-91.1 30)
2016-02-23,60,POINT(-90.7 30.1)
2016-02-23,38,POINT(-90.8 30)
2016-02-23,81,POINT(-89.9 30.7)
2016-02-23,37,POINT(-98.5 28.7)
2016-02-23,34,POINT(-98.1 28.4)
2016-02-23,48,POINT(-97.9 28.7)
2016-02-23,27,POINT(-92.2 29.4)
2016-02-23,26,POINT(-98.3 28.4)
2016-02-23,30,POINT(-93.6 28.3)
2016-02-23,35,POINT(-90.1 30.2)
2016-02-23,63,POINT(-98.7 28.8)
2016-02-23,30,POINT(-88.6 31.4)
2016-02-23,41,POINT(-98.9 28.8)
2016-02-23,39,POINT(-88.9 31.2)
2016-02-23,65,POINT(-88.8 31.2)
2016-02-23,33,POINT(-91.5 28.8)
2016-02-23,31,POINT(-88.9 29.2)
2016-02-23,48,POINT(-88.4 31.4)
2016-02-23,30,POINT(-90.6 30.1)
2016-02-23,51,POINT(-99.5 28.8)
2016-02-23,31,POINT(-73.4 36.5)
2016-02-23,69,POINT(-90.2 30.2)
2016-02-23,59,POINT(-90.1 30.5)
2016-02-23,60,POINT(-93.7 28.4)
2016-02-23,24,POINT(-89 31.1)
2016-02-23,67,POINT(-99.2 28.7)
2016-02-23,24,POINT(-90.3 28.8)
2016-02-23,88,POINT(-90.3 30.2)
2016-02-23,34,POINT(-97.7 28.7)
2016-02-23,27,POINT(-88.6 31.3)
2016-02-23,47,POINT(-90 30.3)
2016-02-23,28,POINT(-99.1 28.9)
2016-02-23,39,POINT(-94.5 28.3)
2016-02-23,49,POINT(-91.4 28.9)
2016-02-23,27,POINT(-90.3 30.1)
2016-02-23,44,POINT(-99.4 28.9)
2016-02-23,25,POINT(-90.7 30.3)
2016-02-23,36,POINT(-98.4 28.6)
2016-02-23,25,POINT(-88.8 29.2)
2016-02-23,39,POINT(-90.2 30.5)
2016-02-23,33,POINT(-88.3 29.7)
2016-02-23,27,POINT(-98.2 28.5)
2016-02-23,34,POINT(-98.8 28.9)
2016-02-23,24,POINT(-101.2 30.1)
2016-02-23,31,POINT(-91.4 29.9)
2016-02-23,49,POINT(-94 28.3)
2016-02-23,32,POINT(-90.3 30.4)
2016-02-23,41,POINT(-90.9 30.1)
2016-02-23,47,POINT(-93.8 28.4)
2016-02-23,54,POINT(-90.1 30.6)
2016-02-23,53,POINT(-98.6 28.8)
2016-02-23,27,POINT(-73.5 36.5)
2016-02-23,60,POINT(-90.7 30.2)
2016-02-23,54,POINT(-89.9 30.6)
2016-02-23,33,POINT(-90.3 28.7)
2016-02-23,29,POINT(-89.5 31.1)
2016-02-23,38,POINT(-89.6 31)
2016-02-23,35,POINT(-101.1 31)
2016-02-23,46,POINT(-98.5 28.8)
2016-02-23,80,POINT(-92.2 29.3)
2016-02-23,24,POINT(-98.4 28.7)
2016-02-23,47,POINT(-93.1 28.8)
2016-02-23,26,POINT(-90.9 30.2)
2016-02-23,46,POINT(-92.5 29.1)
2016-02-23,87,POINT(-92.1 29.4)
2016-02-23,79,POINT(-99.6 28.9)
2016-02-23,24,POINT(-88.3 31.5)
2016-02-23,48,POINT(-99.1 28.8)
2016-02-23,40,POINT(-92.4 29.2)
2016-02-23,59,POINT(-98.8 28.6)
2016-02-23,28,POINT(-89.2 29)
2016-02-23,28,POINT(-101.3 29.7)
2016-02-23,28,POINT(-100.8 29.5)
2016-02-23,24,POINT(-98 28.6)
2016-02-23,47,POINT(-99.2 29.1)
2016-02-23,34,POINT(-98.1 28.6)
2016-02-23,101,POINT(-91.9 29.5)
2016-02-23,57,POINT(-101 29.5)
2016-02-23,25,POINT(-100.4 29.2)
2016-02-23,31,POINT(-99.4 29.1)
2016-02-23,32,POINT(-90.5 30.2)
2016-02-23,30,POINT(-97.7 28.5)
2016-02-23,47,POINT(-90 30.4)
2016-02-23,32,POINT(-98.2 28.4)
2016-02-23,30,POINT(-91 30)
2016-02-23,27,POINT(-92.2 29.2)
2016-02-23,37,POINT(-90.4 30.3)
2016-02-23,30,POINT(-91.6 28.7)
2016-02-23,48,POINT(-90.3 30.3)
2016-02-23,25,POINT(-88.8 31.3)
2016-02-23,121,POINT(-93.5 28.4)
2016-02-23,80,POINT(-98.9 28.7)
2016-02-23,54,POINT(-89.5 30.9)
2016-02-23,37,POINT(-92.3 29.3)
2016-02-23,25,POINT(-88.5 29.5)
2016-02-23,49,POINT(-90.8 30.1)
2016-02-23,67,POINT(-98.7 28.6)
2016-02-23,31,POINT(-98.5 28.6)
2016-02-23,29,POINT(-91.6 29.7)
2016-02-23,52,POINT(-101.2 29.6)
2016-02-23,41,POINT(-99.1 29.1)
2016-02-23,52,POINT(-94.5 28.4)
2016-02-23,57,POINT(-90.1 30.3)
2016-02-23,81,POINT(-89.7 30.8)
2016-02-23,27,POINT(-99.3 29.1)
2016-02-23,30,POINT(-100.5 32.7)
2016-02-23,24,POINT(-100 28.8)
2016-02-23,32,POINT(-100 32.3)
2016-02-23,35,POINT(-99.2 28.9)
2016-02-23,31,POINT(-101.4 30.7)
2016-02-23,34,POINT(-94.7 28.3)
2016-02-23,33,POINT(-89.8 30.5)
2016-02-23,36,POINT(-90.6 30.3)
2016-02-23,24,POINT(-99 28.9)
2016-02-23,49,POINT(-93.9 28.3)
2016-02-23,42,POINT(-92.3 29.4)
2016-02-23,24,POINT(-90 30.7)
2016-02-23,29,POINT(-89.4 30.9)
2016-02-23,52,POINT(-94 28.4)
2016-02-23,30,POINT(-90.9 30)
2016-02-23,41,POINT(-89.9 30.4)
2016-02-23,29,POINT(-89 31.2)
2016-02-23,56,POINT(-89.6 30.8)
2016-02-23,45,POINT(-98.6 28.9)
2016-02-23,29,POINT(-90.1 30.4)
2016-02-23,38,POINT(-90 30.5)
2016-02-23,38,POINT(-93.3 28.7)
2016-02-23,41,POINT(-89.5 30.8)
2016-02-23,88,POINT(-99.1 28.7)
2016-02-23,24,POINT(-100.3 30.2)
2016-02-23,53,POINT(-89.8 30.4)
2016-02-23,25,POINT(-99.3 29)
2016-02-23,28,POINT(-91.5 29.8)
2016-02-23,36,POINT(-100.4 30.1)
2016-02-23,42,POINT(-89.7 31)
2016-02-23,66,POINT(-93.2 28.7)
2016-02-23,32,POINT(-100.1 33.3)
2016-02-23,34,POINT(-99.1 29)
2016-02-23,30,POINT(-100.9 29.5)
2016-02-23,61,POINT(-99 28.7)
2016-02-23,70,POINT(-92.1 29.3)
2016-02-24,27,POINT(-85.5 31.4)
2016-02-24,26,POINT(-86.9 30.3)
2016-02-24,61,POINT(-84.7 29)
2016-02-24,39,POINT(-84.4 27.9)
2016-02-24,36,POINT(-84.4 27.3)
2016-02-24,24,POINT(-85 31.6)
2016-02-24,41,POINT(-87.9 29.9)
2016-02-24,26,POINT(-88 31.8)
2016-02-24,25,POINT(-87 30.2)
2016-02-24,41,POINT(-85.2 31)
2016-02-24,25,POINT(-88.4 31.5)
2016-02-24,33,POINT(-89.5 30.3)
2016-02-24,40,POINT(-84.7 31.3)
2016-02-24,26,POINT(-82.6 26.8)
2016-02-24,37,POINT(-86.8 30.4)
2016-02-24,48,POINT(-84.2 26.5)
2016-02-24,64,POINT(-87.9 30)
2016-02-24,28,POINT(-87.7 31.9)
2016-02-24,122,POINT(-85.3 31.3)
2016-02-24,29,POINT(-78.9 36.2)
2016-02-24,39,POINT(-84.6 28.3)
2016-02-24,51,POINT(-88.2 29.8)
2016-02-24,26,POINT(-85.8 28.6)
2016-02-24,28,POINT(-83.7 27.2)
2016-02-24,46,POINT(-77.5 38.5)
2016-02-24,32,POINT(-85.9 30.8)
2016-02-24,49,POINT(-87.8 30.1)
2016-02-24,30,POINT(-86.6 30.5)
2016-02-24,30,POINT(-86.3 30.6)
2016-02-24,51,POINT(-84.8 31.4)
2016-02-24,24,POINT(-85.1 30.5)
2016-02-24,52,POINT(-84.8 28.2)
2016-02-24,51,POINT(-84.5 26.4)
2016-02-24,59,POINT(-84.8 31.5)
2016-02-24,35,POINT(-84.2 31.8)
2016-02-24,40,POINT(-84.9 31.2)
2016-02-24,37,POINT(-87.7 30.2)
2016-02-24,30,POINT(-84.7 31.4)
2016-02-24,28,POINT(-79.1 37.1)
2016-02-24,49,POINT(-85.2 31.1)
2016-02-24,38,POINT(-84.8 31.6)
2016-02-24,26,POINT(-84.7 28.3)
2016-02-24,38,POINT(-85 26.3)
2016-02-24,46,POINT(-85.6 31)
2016-02-24,27,POINT(-77.2 38.8)
2016-02-24,121,POINT(-85.4 31.2)
2016-02-24,25,POINT(-84.6 27.4)
2016-02-24,24,POINT(-85 28.8)
2016-02-24,42,POINT(-85.4 31.4)
2016-02-24,36,POINT(-84.4 28)
2016-02-24,40,POINT(-85.8 31)
2016-02-24,58,POINT(-87.7 30.1)
2016-02-24,45,POINT(-84.6 31.4)
2016-02-24,28,POINT(-85.6 28.5)
2016-02-24,30,POINT(-84.4 31.7)
2016-02-24,45,POINT(-84.7 28.2)
2016-02-24,31,POINT(-86.5 30.8)
2016-02-24,60,POINT(-87.1 30.6)
2016-02-24,29,POINT(-85.3 27.3)
2016-02-24,37,POINT(-84.4 26.4)
2016-02-24,42,POINT(-85.1 27.3)
2016-02-24,36,POINT(-88.2 29.7)
2016-02-24,46,POINT(-82.8 26.7)
2016-02-24,25,POINT(-86.3 30.8)
2016-02-24,53,POINT(-85.8 31.1)
2016-02-24,52,POINT(-85.7 31)
2016-02-24,55,POINT(-84.7 31.2)
2016-02-24,35,POINT(-85.5 28)
2016-02-24,50,POINT(-84.7 31.5)
2016-02-24,52,POINT(-85 31.5)
2016-02-24,29,POINT(-84.2 27.5)
2016-02-24,28,POINT(-84.8 28.9)
2016-02-24,25,POINT(-77.4 38.5)
2016-02-24,42,POINT(-84.1 26.5)
2016-02-24,24,POINT(-88.8 31.3)
2016-02-24,43,POINT(-83.1 26.7)
2016-02-24,32,POINT(-77.3 38.7)
2016-02-24,59,POINT(-84.4 27.4)
2016-02-24,50,POINT(-84.3 28)
2016-02-24,69,POINT(-87.5 30.2)
2016-02-24,54,POINT(-84.2 28)
2016-02-24,29,POINT(-85.1 31.2)
2016-02-24,27,POINT(-80 27.6)
2016-02-24,53,POINT(-77.4 38.6)
2016-02-24,24,POINT(-86.3 26.8)
2016-02-24,24,POINT(-87.9 31.8)
2016-02-24,27,POINT(-85 30.7)
2016-02-24,27,POINT(-87.5 30.1)
2016-02-24,37,POINT(-83.2 26.6)
2016-02-24,34,POINT(-86.1 27.1)
2016-02-24,40,POINT(-84.3 26.4)
2016-02-24,35,POINT(-84.2 27.6)
2016-02-24,31,POINT(-86.3 26.9)
2016-02-24,32,POINT(-84.4 27.5)
2016-02-24,43,POINT(-84.6 27.3)
2016-02-24,33,POINT(-84.7 26.3)
2016-02-24,30,POINT(-86.9 30.4)
2016-02-24,30,POINT(-84 31.8)
2016-02-24,57,POINT(-84.3 27.4)
2016-02-24,25,POINT(-87.9 30.1)
2016-02-24,25,POINT(-86.9 30.8)
2016-02-24,40,POINT(-85.9 31)
2016-02-24,56,POINT(-85.9 30.9)
2016-02-24,45,POINT(-84.8 31.1)
2016-02-24,37,POINT(-79 37.2)
2016-02-24,60,POINT(-85.9 31.1)
2016-02-24,24,POINT(-84.3 29.1)
2016-02-24,33,POINT(-85.1 28)
2016-02-24,28,POINT(-86.8 30.3)
2016-02-24,45,POINT(-86.1 27.8)
2016-02-24,33,POINT(-86.2 26.9)
2016-02-24,26,POINT(-88.1 31.6)
2016-02-24,38,POINT(-85.2 31.2)
2016-02-24,50,POINT(-86.5 30.5)
2016-02-24,90,POINT(-85.1 31.4)
2016-02-24,49,POINT(-84.8 26.3)
2016-02-24,24,POINT(-82 27)
2016-02-24,70,POINT(-88.1 29.8)
2016-02-24,85,POINT(-85.5 31.2)
2016-02-24,34,POINT(-78.6 37)
2016-02-24,35,POINT(-88.1 29.9)
2016-02-24,34,POINT(-84.9 31)
2016-02-24,33,POINT(-84.9 27.4)
2016-02-24,48,POINT(-85.2 27.3)
2016-02-24,25,POINT(-83.9 31.9)
2016-02-24,26,POINT(-85 30.6)
2016-02-24,28,POINT(-78.5 37.1)
2016-02-24,25,POINT(-84.9 31.6)
2016-02-24,31,POINT(-84.5 27.9)
2016-02-24,31,POINT(-77.3 38.8)
2016-02-24,38,POINT(-88.2 31.6)
2016-02-24,72,POINT(-85.1 31)
2016-02-24,42,POINT(-84.7 31.6)
2016-02-24,48,POINT(-86.1 30.9)
2016-02-24,30,POINT(-84.9 31.3)
2016-02-24,67,POINT(-85.6 31.1)
2016-02-24,36,POINT(-85.1 30.6)
2016-02-24,41,POINT(-88 29.8)
2016-02-24,25,POINT(-87.4 30.3)
2016-02-24,36,POINT(-84.8 31.2)
2016-02-24,52,POINT(-83 26.7)
2016-02-24,41,POINT(-86.1 27.7)
2016-02-24,75,POINT(-85.5 31.1)
2016-02-24,39,POINT(-85 28.1)
2016-02-24,46,POINT(-84.6 31.2)
2016-02-24,34,POINT(-87.3 30.4)
2016-02-24,75,POINT(-84.9 31.1)
2016-02-24,32,POINT(-86.8 30.2)
2016-02-24,27,POINT(-85.7 30.9)
2016-02-24,27,POINT(-86.9 30.6)
2016-02-24,29,POINT(-84.5 29.1)
2016-02-24,25,POINT(-84 27.2)
2016-02-24,30,POINT(-86.4 30.5)
2016-02-24,35,POINT(-86 27.1)
2016-02-24,25,POINT(-78.8 36.2)
2016-02-24,54,POINT(-86.2 27.7)
2016-02-24,25,POINT(-88.1 31.7)
2016-02-24,28,POINT(-90.1 30)
2016-02-24,39,POINT(-86.4 30.6)
2016-02-24,41,POINT(-85.3 31.4)
2016-02-24,28,POINT(-78.6 32.6)
2016-02-24,26,POINT(-78.8 36.9)
2016-02-24,39,POINT(-83.8 27.2)
2016-02-24,32,POINT(-85.4 26.3)
2016-02-24,80,POINT(-84.9 26.3)
2016-02-24,53,POINT(-87.6 30.1)
2016-02-24,24,POINT(-85.7 28)
2016-02-24,25,POINT(-87.3 30.1)
2016-02-24,28,POINT(-84.4 30.9)
2016-02-24,26,POINT(-84.1 27.2)
2016-02-24,39,POINT(-85.1 31.5)
2016-02-24,44,POINT(-84.1 27.4)
2016-02-24,29,POINT(-85.4 28)
2016-02-24,73,POINT(-88 29.9)
2016-02-24,24,POINT(-83.8 27.3)
2016-02-24,26,POINT(-81.9 26.9)
